Num,Desc,GramsPerServ,GramDesc,CalsPerServ,ProtPerServ,FiberPerServ,SugarPerServ,SodiumPerServ,SatFatPerServ,PricePerServ,FoodType,Grains,Bev,Fruits,Vegs,MeatFish,Dairy,FatsOils,MealsSoups,LegumesNuts
6017,"Soup, chicken gumbo, canned, condensed",305,1 can (10.75 oz),137.25,6.405,4.88,5.8865,2113.65,0.793,0.45,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
6444,"Soup, mushroom w/ beefstock, canned, prepared w/ eq volume water",593,"1 can (10.75 oz), prepared",207.55,7.6497,1.779,0,2354.21,3.7952,0.49,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
6044,"Soup, mushroom w/ beefstock, canned, condensed",305,1 can (10.75 oz),207.4,7.6555,0.305,6.954,2357.65,3.782,0.49,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
27000,"Soup, egg drop",241,1 cup,65.07,2.7956,0.964,0.2169,891.7,0.40006,0.52,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
6049,"Soup, pea, green, canned, condensed",319,1 can (11.2 oz),398.75,20.8626,12.441,20.7988,2169.2,3.4133,0.55,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
6016,"Soup, cream of chicken, canned, condensed",305,1 can (10.75 oz),274.5,7.259,0,1.647,2141.1,5.17585,0.58,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
27032,"Lentil soup, condensed",126,1 serving,139.86,8.001,5.04,2.0034,800.1,0.50022,0.61,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
6010,"Soup, cream of celery, canned, condensed",305,1 can (10.75 oz),219.6,4.026,1.83,4.1175,1573.8,3.416,0.62,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
27002,"Soup, wonton",223,1 cup,71.36,4.6384,0.446,0.7582,905.38,0.13826,0.73,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
21301,"14"" pizza, cheese topping, thin crust",76,1 slice,230,9.77,1.9,2.74,564,4.73,0.74,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
21485,"14"" pizza, pepperoni topping, thin crust",79,1 slice,261,11.07,1.8,2.54,691,5.621,0.77,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
6067,"Soup, chunky vegetable, canned, ready-to-serve",231,1 cup,90.09,2.6334,2.541,3.6036,616.77,0.10395,0.77,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
32012,"Pizza rolls, frozen, unprepared",80,"1 serving, 6 rolls",262.4,6.984,0.96,2.992,479.2,1.9952,0.78,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
6541,Italian-style wedding soup,245,1 cup,120.05,7.007,1.96,2.989,788.9,1.4994,0.86,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
6416,"Soup, cream of chicken, canned, prepared w/ equal volume water",602,"1 can (10.75 oz), prepared",288.408,8.471985,0.60085,0,2084.9495,5.107225,0.93,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
6453,"Soup, cream of potato, canned, prepared w/ equal volume water",593,"1 can (10.75 oz), prepared",177.9,4.2696,1.186,0,1411.34,2.965,1.01,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
6968,"Soup, cream of mushroom, low sodium, ready-to-serve, canned",305,1 can (10.75 oz),161.65,3.05,0.61,5.246,61,3.06525,1.02,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
6028,"Soup, Manhattan clam chowder, canned, condensed",305,1 can (10.75 oz),186.05,5.307,3.66,8.235,2128.9,0.93025,1.03,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
22529,"Beef pot pie, frozen entree, prepared",268,"1 pie, cooked (average weight)",589.6,19.43,2.144,0,978.2,11.11932,1.1,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
6471,"Soup, vegetable beef, canned, prepared w/ water",593,"1 can (10.75 oz), prepared",183.83,13.2239,4.744,2.6685,2069.57,2.0162,1.14,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
21303,"14"" pizza, pepperoni topping, thick crust",118,1 slice,339,13.56,2.6,3.46,807,5.71,1.15,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
6584,"Soup, broccoli cheese, canned, condensed",303,"1 can, 10.7 oz (10.75 oz)",263.61,6.363,5.454,6.4236,2002.83,4.848,1.23,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
6012,"Soup, chicken w/ dumplings, canned, condensed",298,1 can (10.5 oz),235.42,13.6484,1.192,1.3708,1841.64,3.1886,1.25,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
6051,"Soup, pea, split w/ ham, canned, condensed",326,1 can (11.5 oz),459.66,25.0368,5.542,0,2053.8,4.2706,1.28,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
21304,"14"" pizza, meat & veg topping, reg crust",136,1 slice,332,14.99,3,5.07,801,5.994,1.32,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
6216,"Soup, cream of chicken, canned, prepared w/ equal volume milk",602,"1 can (10.75 oz), prepared",463.078,18.10214,0.6014,0,2177.068,11.24618,1.34,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
6210,"Soup, cream of celery, canned, prepared w/ equal volume milk",602,"1 can (10.75 oz), prepared",397.32,13.7858,1.806,0,1637.44,9.5718,1.43,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
6253,"Soup, cream of potato, canned, prepared w/ equal volume milk",602,"1 can (10.75 oz), prepared",361.2,14.0266,1.204,0,1384.6,9.1504,1.43,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
6456,"Soup, cream of shrimp, canned, prepared w/ water",593,"1 can (10.75 oz), prepared",213.48,6.5823,0.593,1.4232,2318.63,7.6497,1.55,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
22906,"Chicken pot pie, frozen entree, prepared",302,1 pie,616.08,15.4322,3.322,6.8252,1186.86,13.1823,1.73,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
6246,"Soup, cream of onion, canned, prepared w/equal volume milk",602,"1 can (10.75 oz), prepared",451.5,16.4948,1.806,0,2438.1,9.8126,1.79,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
22970,"Macaroni & cheese, frozen entree",283,1 container (mean weight over brands),421.67,15.848,3.113,4.3299,820.7,7.38064,1.85,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
6039,"Soup, minestrone, canned, chunky, ready-to-serve",539,1 can (19 oz),285.67,11.4807,12.936,11.6963,1552.32,3.3418,1.98,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
21300,"14"" pizza, cheese topping, thick crust",115,1 slice,311.65,12.4315,2.53,3.841,686.55,4.8599,2.53,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
22915,"Lasagna w/ meat & sauce, low-fat, frozen entree",309,1 package,312,21.04,4,0,559,2.988,2.67,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
27042,"Soup, New England clam chowder, canned, ready-to-serve",521,1 can,411.59,13.5981,5.21,1.1983,1787.03,4.134920635,3.26,Frozen Meals and Soups,0,0,0,0,0,0,0,1,0
9207,"Orange juice, canned, unsweetened",249,1 cup (8 fl oz),116.936,1.69184,0.7464,21.79488,9.952,0.044784,0.17,Fruits,0,0,1,0,0,0,0,0,0
9123,"Grapefruit juice, white, canned, unsweetened",247,1 cup (8 fl oz),93.936,1.28544,0.2472,21.90192,2.472,0.032136,0.02,Fruits,0,0,1,0,0,0,0,0,0
9126,"Grapefruit juice, white, frozen conc, unsweetened",247,1 cup (8 fl oz),101.352,1.3596,0.2472,23.80536,2.472,0.046968,0.02,Fruits,0,0,1,0,0,0,0,0,0
9032,"Apricots, dried, sulfured, uncooked",7,1 apricot,16.87,0.2373,0.511,3.7408,0.7,0.00119,0.06,Fruits,0,0,1,0,0,0,0,0,0
9400,"Apple juice, canned or bottled, unsweetened, w/ added vitamin c",248,1 cup (8 fl oz),114.08,0.248,0.496,23.8576,9.92,0.05456,0.26,Fruits,0,0,1,0,0,0,0,0,0
9206,"Orange juice, raw",248,1 cup (8 fl oz),111.6,1.736,0.496,20.832,2.48,0.05952,0.35,Fruits,0,0,1,0,0,0,0,0,0
9153,"Lemon juice, canned or bottled",15,1 tbsp,3.15,0.06,0.06,0.36,3.15,0.0057,0.04,Fruits,0,0,1,0,0,0,0,0,0
9273,"Pineapple juice, canned or bottled, unsweetened",248,1 cup (8 fl oz),132.712,0.90144,0.5008,24.98992,5.008,0.020032,0.39,Fruits,0,0,1,0,0,0,0,0,0
9328,Maraschino cherries,5,1 cherry (NLEA serving),8.25,0.011,0.16,1.9385,0.2,0.00195,0.05,Fruits,0,0,1,0,0,0,0,0,0
9251,"Peach nectar, canned, w/o vitamin C",31.1,1 fl oz,16.794,0.08397,0.1866,4.14252,2.177,0.000622,0.05,Fruits,0,0,1,0,0,0,0,0,0
9130,"Grape juice, canned or bottled, unsweetened, w/ added vitamin c",248,1 cup (8 fl oz),151.68,0.93536,0.5056,35.8976,12.64,0.0632,0.42,Fruits,0,0,1,0,0,0,0,0,0
9291,"Plums, dried (prunes), uncooked",9.5,"1 prune, pitted",22.8,0.2071,0.6745,3.62235,0.19,0.00836,0.05,Fruits,0,0,1,0,0,0,0,0,0
9154,"Lemon juice, frozen, unsweetened, single strength",30.5,1 fl oz,6.71,0.1403,0.122,0.732,0.305,0.013115,0.06,Fruits,0,0,1,0,0,0,0,0,0
9294,"Prune juice, canned",248,1 cup (8 fl oz),181.76,1.5616,2.56,42.112,10.24,0.00768,0.47,Fruits,0,0,1,0,0,0,0,0,0
9262,"Pear nectar, canned",31.2,1 fl oz,18.72,0.03432,0.1872,4.72992,1.248,0.000312,0.06,Fruits,0,0,1,0,0,0,0,0,0
9036,"Apricot nectar, canned, w/o vitamin c",31.4,1 fl oz,17.584,0.11618,0.1884,4.33006,0.942,0.001884,0.06,Fruits,0,0,1,0,0,0,0,0,0
9229,"Papaya nectar, canned",31.2,1 fl oz,17.784,0.05304,0.1872,4.33992,1.56,0.014664,0.07,Fruits,0,0,1,0,0,0,0,0,0
9193,"Olives, ripe, canned (small -extra lrg)",4.4,1 large,5.06,0.03696,0.1408,0,32.34,0.06226,0.08,Fruits,0,0,1,0,0,0,0,0,0
9152,"Lemon juice, raw",30.5,1 fl oz,6.71,0.10675,0.0915,0.7686,0.305,0.0122,0.09,Fruits,0,0,1,0,0,0,0,0,0
9270,"Pineapple, canned, in heavy syrup",49,"1 slice, or ring (3"" diameter) with liquid",38.22,0.1715,0.392,8.281,0.49,0.00441,0.11,Fruits,0,0,1,0,0,0,0,0,0
9221,"Tangerine juice, raw",30.9,1 fl oz,13.287,0.1545,0.0618,3.0591,0.309,0.007416,0.11,Fruits,0,0,1,0,0,0,0,0,0
9232,"Passion-fruit juice, purple, raw",30.9,1 fl oz,15.759,0.12051,0.0618,4.1406,1.854,0.001236,0.12,Fruits,0,0,1,0,0,0,0,0,0
9011,"Apples, dried, sulfured, uncooked",6.4,1 ring,15.552,0.05952,0.5568,3.66016,5.568,0.003328,0.12,Fruits,0,0,1,0,0,0,0,0,0
9024,"Apricots, canned, juice pack, w/ skin",36,"1 apricot, half with liquid",17.28,0.2268,0.576,3.8664,1.44,0.00108,0.12,Fruits,0,0,1,0,0,0,0,0,0
9283,"Plums, canned, in light syrup",46,"1 plum, with liquid",28.98,0.1702,0.414,7.061,9.2,0.00368,0.13,Fruits,0,0,1,0,0,0,0,0,0
9284,"Plums, canned, in heavy syrup",46,"1 plum, with liquid",40.94,0.1656,0.414,10.2626,8.74,0.00368,0.13,Fruits,0,0,1,0,0,0,0,0,0
9159,"Limes, raw",67,1 NLEA serving,20.1,0.469,1.876,1.1323,1.34,0.01474,0.17,Fruits,0,0,1,0,0,0,0,0,0
9228,"Papaya, canned, heavy syrup, drained",39,1 piece,80.34,0.0546,0.585,20.358,3.51,0.10452,0.17,Fruits,0,0,1,0,0,0,0,0,0
9246,"Peaches, dried, uncooked",13,1 half,31.07,0.4693,1.066,5.4262,0.91,0.01066,0.18,Fruits,0,0,1,0,0,0,0,0,0
9254,"Pears, canned, juice pack",76,"1 half, with liquid",38,0.2584,1.216,7.372,3.04,0.00304,0.19,Fruits,0,0,1,0,0,0,0,0,0
9256,"Pears, canned, in light syrup",76,"1 half, with liquid",43.32,0.1444,1.216,9.196,3.8,0.00152,0.19,Fruits,0,0,1,0,0,0,0,0,0
9257,"Pears, canned, in heavy syrup",76,"1 half, with liquid",56.24,0.152,1.216,11.552,3.8,0.00532,0.19,Fruits,0,0,1,0,0,0,0,0,0
9132,"Grapes, red or green, raw",49,10 grapes,33.81,0.3528,0.441,7.5852,0.98,0.02646,0.2,Fruits,0,0,1,0,0,0,0,0,0
9259,"Pears, dried, uncooked",18,1 half,47.16,0.3366,1.35,11.196,1.08,0.0063,0.21,Fruits,0,0,1,0,0,0,0,0,0
9148,"Kiwifruit, green, raw",69,"1 fruit (2"" diameter)",42.09,0.7866,2.07,6.2031,2.07,0.02001,0.23,Fruits,0,0,1,0,0,0,0,0,0
9160,Lime juice,30.8,1 fl oz,7.7,0.12936,0.1232,0.52052,0.616,0.002464,0.23,Fruits,0,0,1,0,0,0,0,0,0
9421,"Dates, medjool",24,"1 date, pitted",66.48,0.4344,1.608,15.9528,0.24,0,0.23,Fruits,0,0,1,0,0,0,0,0,0
9279,"Plums, raw",66,"1 fruit (2-1/8"" diameter)",30.36,0.462,0.924,6.5472,0,0.01122,0.24,Fruits,0,0,1,0,0,0,0,0,0
9240,"Peaches, canned, in light syrup",98,"1 half, with liquid",52.92,0.441,1.274,12.985,4.9,0.00294,0.25,Fruits,0,0,1,0,0,0,0,0,0
9241,"Peaches, canned, in heavy syrup",98,"1 half, with liquid",72.52,0.441,1.274,18.2672,5.88,0.0098,0.25,Fruits,0,0,1,0,0,0,0,0,0
9218,"Tangerines, (mandarin oranges), raw",76,"1 small  (2-1/4"" diameter)",40.28,0.6156,1.368,8.0408,1.52,0.02964,0.3,Fruits,0,0,1,0,0,0,0,0,0
9040,"Bananas, raw",150,"1 cup, sliced",133.5,1.635,3.9,18.345,1.5,0.168,0.31,Fruits,0,0,1,0,0,0,0,0,0
9003,"Apples, raw, with skin",109,"1 cup, slices",56.68,0.2834,2.616,11.3251,1.09,0.03052,0.31,Fruits,0,0,1,0,0,0,0,0,0
9404,"Grapefruit juice, pink, raw",196,"1 fruit, yields (.85 cups)",76.44,0.98,0.173451327,18.97557522,1.96,0.02744,0.32,Fruits,0,0,1,0,0,0,0,0,0
9326,"Watermelon, raw",152,"1 cup, diced",45.6,0.9272,0.608,9.424,1.52,0.02432,0.33,Fruits,0,0,1,0,0,0,0,0,0
9446,"Plantains, green, fried",53,"10 slices (1/4"" thick)",163.77,0.795,1.855,1.9239,1.06,1.9557,0.33,Fruits,0,0,1,0,0,0,0,0,0
9150,"Lemons, raw, without peel",58,"1 fruit (2-1/8"" diameter)",16.82,0.638,1.624,1.45,1.16,0.02262,0.34,Fruits,0,0,1,0,0,0,0,0,0
9307,"Rhubarb, raw",51,1 stalk,10.71,0.459,0.918,0.561,2.04,0.02703,0.37,Fruits,0,0,1,0,0,0,0,0,0
9139,"Guavas, common, raw",55,"1 fruit, without refuse",37.4,1.4025,2.97,4.906,1.1,0.1496,0.38,Fruits,0,0,1,0,0,0,0,0,0
9020,"Apples, canned, sweetened, sliced, drained, heated",204,"1 cup, slices",136.68,0.3672,4.08,30.2736,6.12,0.1428,0.4,Fruits,0,0,1,0,0,0,0,0,0
9434,"Guanabana nectar, canned",251,1 cup,148.09,0.2761,0.251,32.8057,20.08,0.07279,0.41,Fruits,0,0,1,0,0,0,0,0,0
9236,"Peaches, raw",130,"1 small  (2-1/2"" diameter)",50.7,1.183,1.95,10.907,0,0.0247,0.42,Fruits,0,0,1,0,0,0,0,0,0
9354,"Pineapple, canned, juice pack",195,"1 cup, crushed",117,0.9945,2.535,27.807,1.95,0.0156,0.44,Fruits,0,0,1,0,0,0,0,0,0
9436,"Mango nectar, canned",251,1 cup,128.01,0.2761,0.753,31.2495,12.55,0.03514,0.44,Fruits,0,0,1,0,0,0,0,0,0
9114,"Grapefruit, raw, pink & red, florida",123,"1/2 grapefruit (3-3/4"" diameter)",36.9,0.6765,1.353,8,0,0.01722,0.46,Fruits,0,0,1,0,0,0,0,0,0
9252,"Pears, raw",161,"1 cup, cubes",91.77,0.5796,4.991,15.6975,1.61,0.03542,0.46,Fruits,0,0,1,0,0,0,0,0,0
9191,"Nectarines, raw",129,"1 small  (2-1/3"" diameter)",56.76,1.3674,2.193,10.1781,0,0.03225,0.47,Fruits,0,0,1,0,0,0,0,0,0
9019,"Applesauce, canned, unsweetened",244,1 cup,102.48,0.4148,2.684,22.9116,4.88,0.01952,0.48,Fruits,0,0,1,0,0,0,0,0,0
9020,"Applesauce, canned, sweetened",246,1 cup,167.28,0.3936,2.952,36.0882,4.92,0.0738,0.48,Fruits,0,0,1,0,0,0,0,0,0
9089,"Figs, raw",50,"1 medium (2-1/4"" diameter)",37,0.375,1.45,8.13,0.5,0.03,0.53,Fruits,0,0,1,0,0,0,0,0,0
9351,"Fruit cocktail, canned, heavy syrup",214,1 cup,149.8,1.0058,3.638,36.6796,12.84,0.02996,0.54,Fruits,0,0,1,0,0,0,0,0,0
9050,"Blueberries, raw",68,50 berries,38.76,0.5032,1.632,6.7728,0.68,0.01904,0.57,Fruits,0,0,1,0,0,0,0,0,0
9181,"Cantaloupe, raw",160,"1 cup, cubes",54.4,1.344,1.44,12.576,25.6,0.0816,0.61,Fruits,0,0,1,0,0,0,0,0,0
9043,"Blackberry juice, canned",250,1 cup,95,0.75,0.25,19.25,2.5,0.045,0.62,Fruits,0,0,1,0,0,0,0,0,0
9078,"Cranberries, raw",100,"1 cup, whole",46,0.39,4.6,4.04,2,0.011,0.66,Fruits,0,0,1,0,0,0,0,0,0
9292,"Plums, dried (prunes), stewed, w/o added sugar",248,"1 cup, pitted",265.36,2.3808,7.688,61.9504,2.48,0.0248,0.73,Fruits,0,0,1,0,0,0,0,0,0
9293,"Plums, dried (prunes), stewed, w/o added sugar",248,"1 cup, pitted",265,2,8,62,2,0,0.73,Fruits,0,0,1,0,0,0,0,0,0
9318,"Strawberries, frozen, unsweetened",149,"1 cup, unthawed",52.15,0.6407,3.129,6.7944,2.98,0.00894,0.74,Fruits,0,0,1,0,0,0,0,0,0
9278,"Plantains, cooked",154,"1 cup, slices",178.64,1.2166,3.542,21.56,7.7,0.10626,0.75,Fruits,0,0,1,0,0,0,0,0,0
9021,"Apricots, raw",165,"1 cup, sliced",79.2,2.31,3.3,15.246,1.65,0.04455,0.79,Fruits,0,0,1,0,0,0,0,0,0
9033,"Apricots, dried, sulfured, stewed, w/o sugar",250,"1 cup, halves",212.5,3,6.5,48.925,10,0.015,0.81,Fruits,0,0,1,0,0,0,0,0,0
9298,Raisins,145,1 cup (not packed),433.55,4.4515,5.365,85.8255,15.95,0.0841,0.81,Fruits,0,0,1,0,0,0,0,0,0
9029,"Apricots, canned, in extra heavy syrup, w/o skin",246,"1 cup, whole, without pits",236.16,1.353,3.936,46.05479452,31.98,0.00738,0.82,Fruits,0,0,1,0,0,0,0,0,0
9025,"Apricots, canned, extra light syrup pack, w/ skin",247,"1 cup, halves",121.03,1.482,3.952,37.05,4.94,0.01729,0.83,Fruits,0,0,1,0,0,0,0,0,0
9184,"Honeydew, raw",177,"1 cup, balls",63.72,0.9558,1.416,14.3724,31.86,0.06726,0.9,Fruits,0,0,1,0,0,0,0,0,0
9121,"Grapefruit, sections, canned, in light syrup",254,1 cup,152.4,1.4224,1.016,38.2016,5.08,0.03556,0.9,Fruits,0,0,1,0,0,0,0,0,0
9277,"Plantains, raw",179,1 medium,218.38,2.327,4.117,26.85,7.16,0.25597,0.92,Fruits,0,0,1,0,0,0,0,0,0
9070,"Cherries, sweet, raw",154,"1 cup, without pits",97.02,1.6324,3.234,19.7428,0,0.05852,0.93,Fruits,0,0,1,0,0,0,0,0,0
9020,"Apples, canned, sweetened, sliced, drained, heated",204,"1 cup, slices",136.68,0.3672,4.08,30.2736,6.12,0.1428,0.96,Fruits,0,0,1,0,0,0,0,0,0
9261,"Pears, dried, cooked, w/ sugar",140,"1/2 cup, halves",196,1.204,8.12,56,4.2,0.0224,1.03,Fruits,0,0,1,0,0,0,0,0,0
9226,"Papayas, raw",230,"1 cup, mashed",98.9,1.081,3.91,17.986,18.4,0.1863,1.15,Fruits,0,0,1,0,0,0,0,0,0
9020,"Applesauce, canned, sweetened",246,1 cup,167.28,0.3936,2.952,36.0882,4.92,0.0738,1.16,Fruits,0,0,1,0,0,0,0,0,0
9037,"Avocados, raw, all comm var",230,"1 cup, pureed",368,4.6,15.41,1.518,16.1,4.8898,1.18,Fruits,0,0,1,0,0,0,0,0,0
9176,"Mangos, raw",336,"1 fruit, without refuse",201.6,2.7552,5.376,45.8976,3.36,0.30912,1.26,Fruits,0,0,1,0,0,0,0,0,0
9352,"Blueberries, canned, light syrup, drained",244,1 cup,214.72,2.5376,6.344,42.578,7.32,0.06832,1.35,Fruits,0,0,1,0,0,0,0,0,0
9317,"Strawberries, canned, in heavy syrup",254,1 cup,233.68,1.4224,4.318,55.4482,10.16,0.03556,1.4,Fruits,0,0,1,0,0,0,0,0,0
9319,"Strawberries, frozen, sweetened",284,1 package (10 oz),221.52,1.4768,5.396,52.8524,2.84,0.01988,1.42,Fruits,0,0,1,0,0,0,0,0,0
9316,"Strawberries, raw",232,"1 cup, pureed",74.24,1.5544,4.64,11.3448,2.32,0.0348,1.49,Fruits,0,0,1,0,0,0,0,0,0
9104,"Fruit salad, canned, light syrup",252,1 cup,146.16,0.8568,2.52,37.26760563,15.12,0.02268,1.54,Fruits,0,0,1,0,0,0,0,0,0
9200,"Oranges, raw",184,"1 large (3-1/16"" diameter)",86.48,1.7296,4.416,17.204,0,0.0276,1.54,Fruits,0,0,1,0,0,0,0,0,0
9075,"Cherries, sweet, canned, in heavy syrup",261,"1 cup, pitted",266.22,1.5399,3.915,42.2849162,7.83,0.08613,1.78,Fruits,0,0,1,0,0,0,0,0,0
9266,"Pineapple, raw",165,"1 cup, chunks",82,0.89,2.3,16.25,2,0.015,1.79,Fruits,0,0,1,0,0,0,0,0,0
9057,"Boysenberries, frozen, unsweetened",284,1 package (10 oz),142,3.124,15.052,19.5676,2.84,0.02556,2.13,Fruits,0,0,1,0,0,0,0,0,0
9055,"Blueberries, frozen, sweetened",284,1 package (10 oz),241.4,1.136,6.248,56.0048,2.84,0.03124,2.13,Fruits,0,0,1,0,0,0,0,0,0
9042,"Blackberries, raw",144,1 cup,61.92,2.0016,7.632,7.0272,1.44,0.02016,2.29,Fruits,0,0,1,0,0,0,0,0,0
9518,"Raspberries, frozen, unsweetened",140,"1 cup, unthawed",72.8,1.68,9.1,6.188,1.4,0,2.53,Fruits,0,0,1,0,0,0,0,0,0
9306,"Raspberries, frozen, sweetened",284,1 package (10 oz),292.52,1.988,12.496,61.7984,2.84,0.0142,2.55,Fruits,0,0,1,0,0,0,0,0,0
9072,"Cherries, sweet, canned, juice pack",250,"1 cup, pitted",135,2.275,3.75,30.775,7.5,0.01,2.99,Fruits,0,0,1,0,0,0,0,0,0
9048,"Blackberries, frozen, unsweetened",510,1 package (18 oz),326.4,6.018,25.5,54.417,5.1,0.0765,3.73,Fruits,0,0,1,0,0,0,0,0,0
9054,"Blueberries, frozen, unsweetened",567,1 package (20 oz),289.17,2.3814,15.309,47.9115,5.67,0.30051,4.25,Fruits,0,0,1,0,0,0,0,0,0
9302,"Raspberries, raw",312,"1 pint, as purchased, yields",162.24,3.744,20.28,13.7904,3.12,0.05928,5.63,Fruits,0,0,1,0,0,0,0,0,0
9286,"Pomegranates, raw",282,"1 pomegranate (4"" diameter)",234.06,4.7094,11.28,38.5494,8.46,0.3384,5.67,Fruits,0,0,1,0,0,0,0,0,0
18363,"Tortillas, corn",19,1 enchilada,41.42,1.083,1.197,0.1672,8.55,0.08607,0.01,Grains and Pasta,1,0,0,0,0,0,0,0,0
43441,Pumpernickel rolls,28,"1 roll (pan, dinner, or small  roll) (2"" square, 2"" high)",77.56,3.024,1.512,0.112,137.76,0.1386,0.01,Grains and Pasta,1,0,0,0,0,0,0,0,0
18347,Wheat rolls,28,1 roll (1 oz),76.44,2.408,1.064,0.4564,146.72,0.41916,0.01,Grains and Pasta,1,0,0,0,0,0,0,0,0
18345,Oat bran rolls,33,1 roll,77.88,3.135,1.353,2.2011,136.29,0.20427,0.01,Grains and Pasta,1,0,0,0,0,0,0,0,0
18346,Rye rolls,36,1 medium roll,102.96,3.708,1.764,0.4212,234,0.2178,0.02,Grains and Pasta,1,0,0,0,0,0,0,0,0
8576,"Cereals, cream of wheat, 1 minute cook time, dry",41.1,3 tbsp,147.549,4.83747,1.8084,0.20961,2.877,0.121245,0.06,Grains and Pasta,1,0,0,0,0,0,0,0,0
18348,Whole-wheat rolls,43,"1 roll (hamburger, frankfurter roll)",114.38,3.741,3.225,3.6378,224.03,0.35948,0.02,Grains and Pasta,1,0,0,0,0,0,0,0,0
18284,"Muffins, wheat bran, dry mix",28.28571429,1 oz (1/7 package),112.0114286,2.008285714,5.6,7,198,0.831317143,0.03,Grains and Pasta,1,0,0,0,0,0,0,0,0
18080,Bread sticks,5,"1 stick, small  (approx 4-1/4"" long)",20.6,0.6,0.15,0.063,35.65,0.0705,0.03,Grains and Pasta,1,0,0,0,0,0,0,0,0
18353,Hard rolls (including kaiser),57,"1 roll (3-1/2"" diameter)",167.01,5.643,1.311,1.0089,310.08,0.34542,0.04,Grains and Pasta,1,0,0,0,0,0,0,0,0
18007,"Bagels, oat bran",69,"1 small  bagel (3"" diameter)",175.95,7.383,2.484,1.1247,407.1,0.13179,0.04,Grains and Pasta,1,0,0,0,0,0,0,0,0
8450,"Instant grits, ham 'n' cheese flavor",28,1 packet (1 NLEA serving),99.4,3.0044,1.176,0.7532,540.4,0.2968,0.05,Grains and Pasta,1,0,0,0,0,0,0,0,0
18281,"Muffins, corn, toaster-type",33,"1 muffin, toaster",114.18,1.749,0.528,2.482300885,141.9,0.55473,0.06,Grains and Pasta,1,0,0,0,0,0,0,0,0
18450,"Tortillas, flour",32,"1 tortilla, medium (approx 6"" diameter)",104,2.784,1.056,0.641702128,152.96,0.5584,0.06,Grains and Pasta,1,0,0,0,0,0,0,0,0
18001,"Bagel, plain, toasted",26,"1 mini bagel (2-1/2"" diameter)",68.64,2.7456,0.416,2.1918,109.72,0.0936,0.06,Grains and Pasta,1,0,0,0,0,0,0,0,0
18041,"Bread, pita, white, enriched",28,"1 pita, small  (4"" diameter)",77,2.548,0.616,0.364,150.08,0.04648,0.08,Grains and Pasta,1,0,0,0,0,0,0,0,0
18042,"Bread, pita, whole-wheat",28,"1 pita, small  (4"" diameter)",74.48,2.744,2.072,0.2296,124.32,0.1148,0.08,Grains and Pasta,1,0,0,0,0,0,0,0,0
18069,"Bread, white",28.35,1 oz,75.411,2.508975,0.76545,1.607445,138.915,0.197883,0.08,Grains and Pasta,1,0,0,0,0,0,0,0,0
18059,"Bread, rice bran",27,1 slice,65.61,2.403,1.323,1.2609,72.63,0.19143,0.08,Grains and Pasta,1,0,0,0,0,0,0,0,0
20055,"White rice, glutinous, cooked",174,1 cup,168.78,3.5148,1.74,0.087,8.7,0.06786,0.08,Grains and Pasta,1,0,0,0,0,0,0,0,0
18971,Potato bread,32,1 slice,85.12,4,2.016,3.0016,120,0,0.09,Grains and Pasta,1,0,0,0,0,0,0,0,0
18057,"Bread, reduced calorie, white",23,1 slice,47.61,2.001,2.231,1.0948,110.17,0.12627,0.09,Grains and Pasta,1,0,0,0,0,0,0,0,0
